Name,US dollar,Euro,Japanese yen,Pound Sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Russian ruble,South African rand,Australian dollar
10/14/1987,460.80,379.30,"65,699.20",278.70,601.80,691.80,"5,980.30","1,710.00",0.40,"1,727.60","761,115.50","1,692.00","11,704.60",#N/A,#N/A,"369,538.70",#N/A,943.50,636.80
10/15/1987,466.60,381.70,"66,296.80",280.30,607.60,695.20,"6,061.10","1,720.00",0.40,"1,750.40","765,602.90","1,722.90","11,773.60",#N/A,#N/A,"374,289.40",#N/A,957.60,640.70
10/16/1987,465.30,380.60,"66,424.30",279.70,603.80,695.00,"6,047.20","1,716.10",0.40,"1,741.00","763,846.30","1,704.70","11,746.60",#N/A,#N/A,"374,213.70",#N/A,948.40,644.70
10/19/1987,481.00,388.60,"68,121.50",286.20,623.50,709.80,"6,211.10","1,775.40",0.50,"1,812.10","794,865.90","1,774.60","12,221.80",#N/A,#N/A,"383,933.10",#N/A,970.00,666.80
10/20/1987,464.30,380.90,"66,839.50",280.50,612.00,696.30,"6,059.30","1,740.20",0.40,"1,736.70","779,089.50","1,700.70","11,979.20",#N/A,#N/A,"380,319.10",#N/A,952.60,649.30
10/21/1987,467.00,383.80,"67,330.00",282.60,614.00,702.80,"6,064.40","1,752.90",0.40,"1,755.70","784,806.70","1,719.40","12,067.10",#N/A,#N/A,"375,882.40",#N/A,959.00,654.90
10/22/1987,471.70,387.80,"68,167.60",285.90,620.80,710.30,"6,126.90","1,772.90",0.50,"1,778.50","793,737.00","1,741.70","12,204.40",#N/A,#N/A,"379,173.50",#N/A,969.90,660.10
10/23/1987,470.50,381.40,"66,375.20",280.60,609.20,687.30,"5,966.20","1,720.80",0.40,"1,724.60","770,443.20","1,688.90","11,846.30",#N/A,#N/A,"367,643.60",#N/A,940.60,640.90
10/26/1987,475.00,383.00,"66,043.90",281.20,610.30,679.00,"5,979.00","1,722.00",0.40,"1,740.90","763,500.40","1,704.90","11,793.10",#N/A,#N/A,"372,429.80",#N/A,940.00,651.90
10/27/1987,474.00,380.20,"67,145.40",279.50,624.80,688.90,"6,108.90","1,750.70",0.40,"1,769.30","776,234.50","1,732.80","11,989.80",#N/A,#N/A,"378,641.40",#N/A,960.70,673.30
10/28/1987,477.50,380.70,"66,509.40",279.20,629.20,689.50,"6,148.90","1,748.70",0.40,"1,790.90","775,336.70","1,753.80","11,975.90",#N/A,#N/A,"381,972.10",#N/A,964.80,684.40
10/29/1987,472.50,373.90,"65,279.30",274.60,622.70,677.50,"6,142.50","1,720.00",0.40,"1,775.30","762,597.00","1,738.70","11,779.10",#N/A,#N/A,"379,729.40",#N/A,948.40,707.00
10/30/1987,468.80,372.20,"64,960.20",272.20,618.70,672.80,"6,078.50","1,711.60",0.40,"1,761.00","758,869.20","1,724.60","11,721.50",#N/A,#N/A,"374,979.60",#N/A,947.80,696.10
2/11/1987,469.30,369.00,"64,296.00",269.90,616.40,663.90,"6,031.50","1,730.90",0.40,"1,751.40","770,939.70","1,715.30","11,806.70",#N/A,#N/A,"372,425.70",#N/A,926.70,688.40
3/11/1987,464.30,366.00,"63,779.40",266.60,614.10,655.80,"6,017.60","1,709.90",0.40,"1,751.20","761,548.70","1,715.00","11,662.90",#N/A,#N/A,"371,353.30",#N/A,923.90,695.00
4/11/1987,466.20,366.80,"63,947.10",266.80,616.50,658.10,"6,034.50","1,710.80",0.40,"1,743.10","761,958.60","1,707.00","11,669.20",#N/A,#N/A,"371,940.00",#N/A,928.70,690.20
5/11/1987,457.60,351.40,"61,559.50",256.30,607.30,625.80,"5,850.00","1,643.50",0.40,"1,692.30","731,982.20","1,657.30","11,210.10",#N/A,#N/A,"359,927.40",#N/A,895.50,667.90
6/11/1987,460.00,354.70,"63,431.30",258.00,618.80,647.30,"6,030.50","1,686.40",0.40,"1,757.10","751,113.00","1,723.20","11,503.10",#N/A,#N/A,"374,014.40",#N/A,918.70,686.50
9/11/1987,463.50,353.90,"62,165.90",258.20,611.90,631.90,"5,861.50","1,709.70",0.40,"1,727.00","760,835.40","1,692.40","11,542.30",#N/A,#N/A,"368,918.00",#N/A,900.90,673.30
10/11/1987,458.30,350.70,"61,643.20",256.60,605.10,625.50,"5,898.20","1,698.90",0.40,"1,728.10","756,008.00","1,693.40","11,469.10",#N/A,#N/A,"367,678.00",#N/A,899.10,679.80
11/11/1987,461.90,355.70,"62,430.00",259.60,608.50,634.70,"5,981.10","1,718.80",0.40,"1,732.70","764,862.10","1,697.90","11,603.40",#N/A,#N/A,"370,199.50",#N/A,909.10,678.80
12/11/1987,462.50,360.70,"63,078.50",263.10,609.20,645.90,"6,076.30","1,742.00",0.40,"1,735.20","775,224.40","1,700.20","11,760.60",#N/A,#N/A,"374,030.90",#N/A,918.00,678.00
11/13/1987,465.00,360.90,"62,490.90",262.90,606.70,638.60,"5,979.40","1,722.20",0.40,"1,720.40","766,404.60","1,685.80","11,626.80",#N/A,#N/A,"366,985.90",#N/A,915.80,668.00
11/16/1987,462.10,361.00,"63,055.70",263.80,607.50,647.70,"5,989.00","1,747.00",0.40,"1,723.10","768,738.10","1,688.50","11,793.30",#N/A,#N/A,"373,024.30",#N/A,926.60,668.70
11/17/1987,464.60,361.10,"63,061.30",263.30,610.20,645.80,"6,025.30","1,743.50",0.40,"1,738.50","767,202.10","1,703.60","11,769.70",#N/A,#N/A,"365,808.20",#N/A,924.20,666.80
11/18/1987,463.70,359.70,"62,863.70",261.90,610.40,641.70,"6,007.60","1,734.40",0.40,"1,730.40","763,204.10","1,695.60","11,708.40",#N/A,#N/A,"369,003.10",#N/A,918.50,662.80
11/19/1987,465.20,359.10,"62,888.50",261.30,609.80,640.60,"6,005.00","1,729.70",0.40,"1,740.90","761,126.60","1,705.90","11,676.50",#N/A,#N/A,"369,854.60",#N/A,916.80,669.20
11/20/1987,465.70,359.90,"62,914.40",261.80,611.40,641.60,"6,021.40","1,730.40",0.40,"1,756.90","761,440.90","1,721.00","11,681.30",#N/A,#N/A,"370,496.00",#N/A,925.60,682.20
11/23/1987,469.40,360.20,"63,198.50",262.20,615.20,643.10,"6,057.60","1,722.30",0.50,"1,760.80","774,606.90","1,724.60","11,931.70",#N/A,#N/A,"371,843.40",#N/A,924.80,688.00
11/24/1987,475.00,368.20,"64,383.00",268.00,624.80,657.90,"6,174.70","1,760.00",0.50,"1,788.30","791,588.00","1,751.50","12,193.20",#N/A,#N/A,"381,125.90",#N/A,942.20,693.30
11/25/1987,476.50,365.10,"64,174.90",265.50,624.20,653.00,"6,159.20","1,743.40",0.50,"1,783.40","784,133.90","1,746.70","12,078.40",#N/A,#N/A,"379,388.60",#N/A,936.40,686.70
11/26/1987,477.70,366.20,"64,274.40",266.20,625.40,653.40,"6,175.10","1,747.90",0.50,"1,792.00","786,162.70","1,755.20","12,109.70",#N/A,#N/A,"380,170.60",#N/A,943.50,687.30
11/27/1987,478.40,364.20,"62,271.60",264.30,609.20,632.40,"5,984.20","1,690.00",0.40,"1,743.60","760,091.70","1,707.80","11,708.10",#N/A,#N/A,"367,788.40",#N/A,910.90,669.30
11/30/1987,492.50,372.00,"65,203.70",269.70,644.20,662.20,"6,230.40","1,817.60",0.50,"1,849.40","796,704.40","1,811.40","12,272.10",#N/A,#N/A,"389,806.30",#N/A,959.00,699.00
1/12/1987,487.80,370.30,"64,879.10",268.10,640.80,658.80,"6,278.60","1,806.70",0.50,"1,821.20","791,919.30","1,783.80","12,198.40",#N/A,#N/A,"389,945.00",#N/A,957.40,691.00
2/12/1987,490.90,373.60,"65,155.40",270.90,644.40,663.70,"6,315.10","1,825.70",0.50,"1,839.80","800,251.50","1,802.10","12,326.70",#N/A,#N/A,"390,539.40",#N/A,967.90,699.20
3/12/1987,491.10,375.00,"65,244.40",271.90,643.20,667.40,"6,336.90","1,832.00",0.50,"1,839.60","803,014.80","1,801.80","12,369.30",#N/A,#N/A,"393,790.90",#N/A,970.10,698.50
4/12/1987,486.30,373.00,"65,229.60",270.50,644.00,670.10,"6,383.50","1,841.20",0.50,"1,843.60","807,035.00","1,805.80","12,431.20",#N/A,#N/A,"392,026.20",#N/A,975.90,707.20
7/12/1987,481.20,369.80,"63,874.10",268.10,631.00,657.50,"6,166.20","1,806.70",0.50,"1,805.10","796,387.80","1,768.10","12,037.60",#N/A,#N/A,"382,279.70",#N/A,950.30,688.90
8/12/1987,484.30,371.50,"64,294.80",269.60,634.30,660.50,"6,298.60","1,816.70",0.50,"1,816.20","800,792.40","1,778.80","12,104.10",#N/A,#N/A,"383,153.80",#N/A,950.50,692.70
9/12/1987,484.20,370.20,"64,141.30",268.60,632.80,658.90,"6,306.50","1,810.40",0.50,"1,818.40","798,044.00","1,781.10","12,062.60",#N/A,#N/A,"384,579.20",#N/A,949.80,689.60
10/12/1987,488.00,367.70,"63,116.10",266.60,636.50,651.20,"6,228.80","1,796.60",0.50,"1,823.00","791,922.40","1,785.40","11,970.10",#N/A,#N/A,"382,542.20",#N/A,954.30,690.50
11/12/1987,493.50,370.40,"63,365.70",268.50,644.40,656.50,"6,362.50","1,809.40",0.50,"1,848.10","797,580.40","1,810.20","12,055.60",#N/A,#N/A,"391,846.80",#N/A,959.40,691.10
12/14/1987,499.80,375.10,"63,948.50",272.10,653.40,663.30,"6,449.30","1,809.20",0.50,"1,886.90","827,397.90","1,842.50","12,599.20",#N/A,#N/A,"397,671.00",#N/A,972.60,697.00
12/15/1987,492.50,369.70,"62,806.60",269.00,644.70,654.30,"6,358.90","1,788.30",0.50,"1,850.80","817,843.80","1,812.90","12,453.70",#N/A,#N/A,"392,991.60",#N/A,959.50,690.90
12/16/1987,486.30,364.70,"61,915.60",265.50,637.10,646.40,"6,245.80","1,764.90",0.50,"1,817.70","807,106.40","1,792.30","12,290.20",#N/A,#N/A,"387,812.20",#N/A,942.70,679.30
12/17/1987,477.50,356.20,"60,224.10",260.20,623.70,628.90,"6,135.50","1,729.60",0.50,"1,789.20","790,990.30","1,752.40","12,044.80",#N/A,#N/A,"379,541.70",#N/A,926.00,665.60
12/18/1987,481.00,361.10,"61,112.90",263.40,629.00,638.10,"6,227.40","1,751.40",0.50,"1,804.70","800,934.20","1,767.70","12,196.20",#N/A,#N/A,"385,188.90",#N/A,935.90,675.50
12/21/1987,480.00,360.50,"60,969.10",262.80,628.00,637.90,"6,175.80","1,794.90",0.50,"1,803.50","792,526.90","1,766.40","12,030.90",#N/A,#N/A,"380,879.30",#N/A,935.40,674.60
12/22/1987,483.00,361.60,"61,150.10",263.90,630.60,639.10,"6,223.20","1,802.20",0.50,"1,810.10","795,737.70","1,773.20","12,079.60",#N/A,#N/A,"384,051.70",#N/A,941.70,677.60
12/23/1987,481.50,361.90,"61,330.80",264.00,630.90,643.10,"6,255.10","1,811.40",0.50,"1,810.10","799,813.90","1,773.00","12,141.50",#N/A,#N/A,"386,198.00",#N/A,943.40,676.80
12/24/1987,481.50,361.10,"60,965.20",263.60,634.40,640.00,"6,259.50","1,808.40",0.50,"1,793.90","798,500.10","1,774.50","12,121.60",#N/A,#N/A,"384,133.80",#N/A,946.30,677.40
12/25/1987,481.50,361.10,"60,965.20",263.60,634.40,640.00,"6,259.50","1,808.40",0.50,"1,793.90","798,500.10","1,774.50","12,121.60",#N/A,#N/A,"384,133.80",#N/A,946.30,677.40
12/28/1987,481.50,361.10,"60,965.20",263.60,634.40,640.00,"6,394.20","1,808.40",0.50,"1,793.90","798,500.10","1,774.50","12,121.60",#N/A,#N/A,"384,133.80",#N/A,946.30,677.40
12/29/1987,485.70,356.90,"59,968.40",261.00,633.60,625.80,"6,214.70","1,782.70",0.50,"1,821.90","787,153.30","1,784.60","11,949.30",#N/A,#N/A,"377,324.50",#N/A,934.30,673.70
12/30/1987,484.10,355.70,"59,698.80",260.40,631.60,623.70,"6,192.80","1,778.60",0.50,"1,810.40","785,323.20","1,773.10","11,921.50",#N/A,#N/A,"383,816.80",#N/A,932.80,671.70
12/31/1987,484.10,351.80,"58,714.40",257.70,629.50,616.80,"6,116.90","1,758.90",0.50,"1,820.30","776,608.70","1,781.50","11,789.20",#N/A,#N/A,"379,396.70",#N/A,934.30,669.60
1/1/1988,484.10,351.80,"58,714.40",257.70,629.50,616.80,"6,116.90","1,758.90",0.50,"1,820.30","776,608.70","1,781.50","11,789.20",#N/A,#N/A,"379,396.70",#N/A,934.30,669.60
4/1/1988,480.50,350.70,"58,974.00",256.10,624.30,617.30,"6,095.90","1,798.50",0.50,"1,800.90","800,179.10","1,758.90","11,910.10",#N/A,#N/A,"382,447.30",#N/A,922.10,664.20
5/1/1988,475.50,355.70,"60,346.90",259.80,614.60,630.80,"6,231.10","1,824.50",0.50,"1,796.30","811,756.50","1,759.40","12,082.40",#N/A,#N/A,"385,661.70",#N/A,938.60,670.10
6/1/1988,481.40,364.60,"62,408.70",266.70,620.20,648.10,"6,335.00","1,872.70",0.50,"1,807.60","833,211.90","1,769.70","12,401.70",#N/A,#N/A,"385,353.60",#N/A,946.80,681.60
7/1/1988,483.50,364.40,"62,101.50",266.20,621.60,646.70,"6,279.40","1,869.50",0.50,"1,811.10","831,777.10","1,773.50","12,380.40",#N/A,#N/A,"381,262.10",#N/A,947.40,683.70
8/1/1988,483.90,367.00,"62,462.50",267.80,621.00,652.70,"6,256.80","1,880.40",0.50,"1,812.60","836,612.00","1,774.90","12,452.30",#N/A,#N/A,"381,295.80",#N/A,950.50,684.10
11/1/1988,483.90,364.10,"62,031.60",265.70,623.60,647.70,"6,216.40","1,787.80",0.50,"1,815.70","803,279.20","1,777.80","12,061.00",#N/A,#N/A,"382,291.60",#N/A,947.60,681.30
12/1/1988,480.40,361.10,"61,204.20",263.80,617.50,641.10,"6,222.00","1,775.30",0.50,"1,800.50","797,688.90","1,763.10","11,977.00",#N/A,#N/A,"379,143.00",#N/A,939.80,677.20
1/13/1988,481.90,361.60,"60,996.70",264.10,621.10,640.90,"6,257.20","1,777.00",0.50,"1,813.00","798,425.00","1,775.40","11,988.10",#N/A,#N/A,"380,040.80",#N/A,947.20,678.60
1/14/1988,481.40,362.30,"61,002.10",264.70,621.00,643.10,"6,256.50","1,781.00",0.50,"1,806.80","800,228.20","1,769.10","12,015.20",#N/A,#N/A,"380,217.60",#N/A,948.20,678.40
1/15/1988,480.30,369.90,"62,639.00",270.30,617.30,658.20,"6,404.90","1,818.90",0.50,"1,799.80","817,269.80","1,762.60","12,271.00",#N/A,#N/A,"389,199.90",#N/A,962.00,681.40
1/18/1988,475.40,366.80,"61,819.40",267.90,611.20,651.70,"6,161.90","1,767.00",0.50,"1,778.20","785,849.80","1,741.20","11,868.30",#N/A,#N/A,"373,903.60",#N/A,947.50,669.90
1/19/1988,477.10,367.00,"61,364.40",268.30,613.80,651.20,"6,202.50","1,769.30",0.50,"1,781.10","786,886.30","1,744.00","11,883.90",#N/A,#N/A,"375,228.30",#N/A,949.80,670.50
1/20/1988,477.70,364.60,"61,015.60",266.50,613.20,644.10,"6,182.00","1,757.40",0.50,"1,789.40","781,558.70","1,752.30","11,803.40",#N/A,#N/A,"372,281.50",#N/A,943.90,669.60
1/21/1988,477.20,364.40,"60,702.30",265.60,611.30,644.90,"6,325.10","1,752.20",0.50,"1,786.10","779,247.80","1,749.00","11,768.50",#N/A,#N/A,"375,411.30",#N/A,937.80,665.90
1/22/1988,476.20,366.00,"61,368.00",267.20,611.90,651.40,"6,222.90","1,777.20",0.50,"1,801.60","790,386.90","1,764.10","11,936.80",#N/A,#N/A,"379,336.10",#N/A,951.00,673.00
1/25/1988,476.30,366.50,"60,807.90",268.80,609.40,648.40,"6,235.30","1,800.20",0.50,"1,774.50","797,816.20","1,750.70","12,094.40",#N/A,#N/A,"377,042.80",#N/A,948.60,666.50
1/26/1988,469.80,361.40,"60,025.80",264.70,600.90,639.30,"6,071.60","1,773.10",0.50,"1,755.40","785,818.10","1,719.10","11,912.50",#N/A,#N/A,"367,368.60",#N/A,930.10,653.20
1/27/1988,465.00,356.90,"59,300.60",261.20,594.80,632.80,"6,033.20","1,749.70",0.50,"1,744.50","775,468.60","1,708.50","11,755.60",#N/A,#N/A,"363,392.30",#N/A,921.50,650.20
1/28/1988,466.40,357.20,"59,300.90",261.60,594.80,632.20,"6,053.80","1,751.70",0.50,"1,745.70","776,327.70","1,709.30","11,768.60",#N/A,#N/A,"365,181.00",#N/A,922.40,652.10
1/29/1988,458.00,352.90,"59,470.50",258.80,593.50,636.10,"6,056.50","1,760.60",0.50,"1,746.00","780,269.10","1,710.30","11,828.40",#N/A,#N/A,"365,858.80",#N/A,925.00,654.80
1/2/1988,452.70,351.60,"58,573.10",257.40,577.10,625.60,"5,921.70","1,694.70",0.50,"1,697.30","764,220.10","1,662.00","11,251.20",#N/A,#N/A,"355,377.50",#N/A,901.80,637.70
2/2/1988,455.90,352.10,"58,404.10",257.60,580.70,625.30,"5,907.60","1,695.40",0.50,"1,700.90","764,536.60","1,665.50","11,255.80",#N/A,#N/A,"353,863.40",#N/A,906.00,637.50
3/2/1988,445.40,345.00,"56,950.70",252.00,568.10,614.20,"5,786.30","1,658.70",0.50,"1,672.90","747,984.50","1,638.20","11,012.20",#N/A,#N/A,"347,934.80",#N/A,890.90,625.60
4/2/1988,443.30,343.90,"56,962.40",251.50,563.30,612.40,"5,754.90","1,655.40",0.50,"1,658.20","746,485.80","1,623.90","10,990.10",#N/A,#N/A,"345,408.10",#N/A,886.90,624.10
5/2/1988,441.70,343.90,"56,933.00",251.60,559.10,614.00,"5,771.50","1,656.40",0.50,"1,663.40","746,926.20","1,629.00","10,996.60",#N/A,#N/A,"347,228.60",#N/A,893.40,623.40
8/2/1988,442.10,343.70,"56,900.80",252.10,559.80,612.50,"5,746.80","1,659.10",0.50,"1,654.20","735,279.70","1,621.10","11,090.30",#N/A,#N/A,"344,593.40",#N/A,892.90,621.40
9/2/1988,438.60,342.10,"56,630.10",251.10,555.40,610.90,"5,714.00","1,653.10",0.50,"1,643.50","732,591.90","1,609.60","11,049.80",#N/A,#N/A,"342,693.40",#N/A,888.80,617.50
10/2/1988,441.10,342.50,"56,906.10",250.40,560.30,611.60,"5,710.60","1,648.30",0.50,"1,654.60","730,493.50","1,620.20","11,018.10",#N/A,#N/A,"341,555.30",#N/A,894.70,620.00
11/2/1988,440.60,342.30,"56,875.90",250.60,557.90,611.40,"5,720.40","1,649.30",0.50,"1,652.50","730,910.40","1,617.60","11,024.40",#N/A,#N/A,"342,082.20",#N/A,899.00,618.20
12/2/1988,443.60,348.70,"57,948.00",254.90,558.20,621.40,"5,605.80","1,671.20",0.50,"1,656.30","740,609.20","1,622.00","11,170.70",#N/A,#N/A,"346,247.00",#N/A,913.00,632.00
2/15/1988,445.50,349.20,"57,920.20",255.20,563.90,625.10,"5,809.90","1,679.60",0.50,"1,669.40","740,030.70","1,634.90","11,254.90",#N/A,#N/A,"344,095.50",#N/A,926.50,625.80
2/16/1988,445.00,349.20,"57,916.30",254.60,564.00,623.70,"5,772.70","1,675.80",0.50,"1,664.40","738,354.50","1,630.20","11,229.40",#N/A,#N/A,"343,825.20",#N/A,929.20,620.90
2/17/1988,445.60,349.00,"58,071.90",254.70,564.00,624.70,"5,788.70","1,676.60",0.50,"1,668.40","738,715.80","1,633.90","11,234.90",#N/A,#N/A,"343,235.70",#N/A,925.80,622.40
2/18/1988,447.30,351.00,"58,181.00",256.30,566.70,628.60,"5,831.70","1,687.10",0.50,"1,682.30","743,362.80","1,647.50","11,305.60",#N/A,#N/A,"345,394.90",#N/A,931.90,627.20
2/19/1988,442.90,347.10,"57,701.00",253.20,563.70,620.80,"5,757.70","1,669.50",0.50,"1,664.20","735,609.90","1,629.80","11,187.60",#N/A,#N/A,"340,163.00",#N/A,922.80,619.50
2/22/1988,445.50,346.80,"57,549.10",252.40,566.80,619.00,"5,830.60","1,661.50",0.50,"1,666.10","736,022.20","1,631.10","11,396.20",#N/A,#N/A,"339,223.90",#N/A,922.80,617.00
2/23/1988,442.40,343.80,"56,974.80",250.40,562.00,614.80,"5,730.80","1,648.50",0.50,"1,661.10","730,279.40","1,626.70","11,307.30",#N/A,#N/A,"337,860.60",#N/A,920.10,615.10
2/24/1988,435.80,339.00,"56,120.30",247.00,551.10,607.50,"5,657.50","1,625.60",0.50,"1,636.60","720,117.50","1,602.70","11,150.00",#N/A,#N/A,"332,801.20",#N/A,900.80,608.00
2/25/1988,432.10,336.50,"55,650.20",244.90,546.70,603.00,"5,597.40","1,612.00",0.50,"1,622.40","714,085.20","1,588.90","11,056.60",#N/A,#N/A,"330,019.50",#N/A,907.70,602.30
2/26/1988,430.50,333.70,"56,751.70",242.70,560.00,614.30,"5,734.40","1,643.90",0.50,"1,660.20","728,219.40","1,625.90","11,275.40",#N/A,#N/A,"336,564.20",#N/A,923.30,616.00
2/29/1988,426.20,330.50,"54,719.10",240.30,537.60,592.80,"5,501.90","1,580.10",0.50,"1,595.40","708,952.90","1,562.40","10,643.50",#N/A,#N/A,"323,719.60",#N/A,887.60,591.90
1/3/1988,429.30,332.30,"55,050.80",241.50,539.50,597.60,"5,563.40","1,588.00",0.50,"1,607.30","712,468.70","1,574.50","10,696.30",#N/A,#N/A,"325,325.00",#N/A,901.50,596.40
2/3/1988,428.90,333.30,"55,382.90",242.10,538.60,599.80,"5,572.20","1,592.30",0.50,"1,605.70","714,416.80","1,571.80","10,725.50",#N/A,#N/A,"327,176.90",#N/A,908.60,592.80
3/3/1988,429.10,334.10,"55,457.80",242.70,538.00,603.70,"5,573.00","1,596.20",0.50,"1,609.80","716,164.80","1,576.50","10,751.80",#N/A,#N/A,"326,454.50",#N/A,916.60,591.10
4/3/1988,431.80,335.10,"55,437.70",243.40,541.00,602.30,"5,577.40","1,595.60",0.50,"1,611.00","715,905.60","1,577.80","10,747.90",#N/A,#N/A,"326,930.80",#N/A,921.10,591.40
7/3/1988,435.90,335.50,"55,850.80",239.70,547.40,603.50,"5,752.90","1,576.50",0.50,"1,633.10","708,682.10","1,599.30","10,594.90",#N/A,#N/A,"323,353.40",#N/A,934.90,595.70
8/3/1988,436.40,334.30,"55,884.30",236.80,546.40,600.90,"5,545.60","1,557.40",0.50,"1,621.20","700,092.60","1,587.70","10,466.50",#N/A,#N/A,"326,709.90",#N/A,928.40,593.40
9/3/1988,436.50,334.40,"55,876.70",236.30,546.80,601.90,"5,559.20","1,553.90",0.50,"1,632.70","698,518.20","1,598.90","10,442.90",#N/A,#N/A,"329,714.00",#N/A,936.80,597.80
10/3/1988,442.40,339.40,"56,665.60",240.10,556.00,609.90,"5,689.80","1,579.20",0.50,"1,659.90","709,880.90","1,625.40","10,612.80",#N/A,#N/A,"335,077.40",#N/A,941.20,607.10
11/3/1988,441.80,338.00,"54,994.50",238.40,541.40,592.50,"5,522.00","1,532.60",0.50,"1,619.20","688,945.70","1,585.50","10,299.80",#N/A,#N/A,"325,516.00",#N/A,911.80,590.30
3/14/1988,442.30,338.30,"56,146.40",238.70,555.70,606.70,"5,704.10","1,635.40",0.50,"1,661.40","737,230.60","1,627.00","11,148.10",#N/A,#N/A,"334,623.10",#N/A,937.00,607.20
3/15/1988,442.20,338.90,"56,220.30",238.50,555.80,608.60,"5,664.50","1,634.10",0.50,"1,656.70","736,634.30","1,622.10","11,139.10",#N/A,#N/A,"333,052.80",#N/A,941.00,603.70
3/16/1988,446.20,343.40,"56,883.30",241.50,559.10,617.60,"5,751.00","1,655.20",0.50,"1,675.80","746,113.10","1,640.80","11,282.50",#N/A,#N/A,"336,112.60",#N/A,950.70,608.50
3/17/1988,445.50,346.40,"57,313.30",243.10,557.10,624.10,"5,802.20","1,665.90",0.50,"1,686.20","750,956.40","1,651.50","11,355.70",#N/A,#N/A,"338,251.90",#N/A,958.60,612.00
3/18/1988,442.90,345.50,"56,732.90",243.30,552.00,620.60,"5,765.00","1,663.10",0.50,"1,661.10","749,711.00","1,626.90","11,336.90",#N/A,#N/A,"335,184.90",#N/A,949.50,600.70
3/21/1988,449.30,349.10,"57,001.80",246.00,561.20,628.40,"5,903.10","1,685.40",0.60,"1,689.50","748,094.10","1,654.60","11,314.30",#N/A,#N/A,"337,693.80",#N/A,965.40,609.40
3/22/1988,447.90,348.60,"56,920.90",244.80,558.80,628.00,"5,815.20","1,677.60",0.50,"1,678.00","744,623.60","1,643.40","11,261.80",#N/A,#N/A,"336,469.90",#N/A,956.60,605.60
3/23/1988,449.50,349.50,"56,795.80",244.90,556.90,625.90,"5,796.20","1,672.10",0.50,"1,681.60","742,188.90","1,646.50","11,225.00",#N/A,#N/A,"335,821.30",#N/A,960.20,604.40
3/24/1988,454.00,350.50,"56,004.70",246.20,552.80,618.70,"5,767.50","1,656.00",0.50,"1,669.50","735,009.30","1,635.40","11,116.40",#N/A,#N/A,"332,898.90",#N/A,950.20,600.00
3/25/1988,451.80,348.00,"55,455.50",246.00,550.60,613.60,"5,768.20","1,652.20",0.50,"1,658.50","733,338.90","1,624.20","11,091.10",#N/A,#N/A,"332,383.40",#N/A,943.50,598.70
3/28/1988,453.90,346.40,"56,340.80",244.20,559.40,622.00,"5,811.10","1,673.10",0.60,"1,696.80","749,128.40","1,661.80","11,158.30",#N/A,#N/A,"336,463.70",#N/A,961.80,617.50
3/29/1988,454.90,347.30,"56,664.90",243.20,562.60,625.00,"5,853.10","1,666.50",0.60,"1,702.00","746,162.40","1,666.80","11,114.10",#N/A,#N/A,"339,539.50",#N/A,961.20,617.60
3/30/1988,453.80,347.10,"56,718.80",242.70,560.60,623.00,"5,868.10","1,662.70",0.50,"1,695.90","744,475.20","1,660.80","11,089.00",#N/A,#N/A,"337,728.30",#N/A,961.90,613.70
3/31/1988,457.00,347.70,"56,689.00",242.00,563.00,623.20,"6,171.10","1,684.90",0.50,"1,709.40","755,387.80","1,673.70","11,616.10",#N/A,#N/A,"338,778.80",#N/A,965.90,614.70
1/4/1988,457.00,347.70,"56,689.00",242.00,563.00,623.20,"6,171.10","1,684.90",0.50,"1,709.40","755,387.80","1,673.70","11,616.10",#N/A,#N/A,"338,778.80",#N/A,965.90,614.70
4/4/1988,457.00,347.70,"56,689.00",242.00,563.00,623.20,"6,171.10","1,684.90",0.50,"1,709.40","755,387.80","1,673.70","11,616.10",#N/A,#N/A,"338,778.80",#N/A,965.90,614.70
5/4/1988,453.60,347.90,"56,760.40",241.30,561.80,624.30,"5,928.20","1,679.90",0.50,"1,705.70","753,123.60","1,670.50","11,581.30",#N/A,#N/A,"338,999.80",#N/A,966.10,613.20
6/4/1988,449.90,345.00,"56,344.90",239.80,558.70,621.00,"5,876.60","1,669.30",0.50,"1,688.80","748,406.60","1,653.40","11,508.80",#N/A,#N/A,"334,874.50",#N/A,956.90,607.80
7/4/1988,447.20,344.60,"56,264.60",238.90,556.60,621.20,"5,841.50","1,663.40",0.50,"1,669.80","745,753.60","1,635.30","11,468.00",#N/A,#N/A,"332,486.90",#N/A,954.20,604.60
8/4/1988,449.40,345.20,"56,414.60",239.60,560.70,621.00,"5,885.80","1,667.90",0.50,"1,679.10","747,741.20","1,644.50","11,498.50",#N/A,#N/A,"334,037.80",#N/A,959.40,604.50
11/4/1988,448.80,347.40,"56,765.70",242.10,555.70,626.20,"6,051.80","1,677.20",0.60,"1,684.60","756,465.60","1,649.70","11,425.80",#N/A,#N/A,"337,054.10",#N/A,962.50,601.90
12/4/1988,450.80,349.40,"57,050.20",243.50,557.60,630.10,"5,925.60","1,687.40",0.60,"1,690.70","761,067.50","1,655.60","11,495.30",#N/A,#N/A,"336,438.90",#N/A,969.10,606.80
