Name,US dollar,Euro,Japanese yen,Pound Sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Russian ruble,South African rand,Australian dollar
12/29/1978,226.00,137.10,#N/A,110.70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/1/1979,226.00,137.10,#N/A,110.70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/1979,226.80,137.30,"43,164.90",111.50,263.70,359.60,"1,792.90",#N/A,#N/A,735.60,"138,160.50",851.30,"4,454.60",#N/A,#N/A,"107,470.00",#N/A,194.60,193.60
3/1/1979,218.60,134.00,"43,717.90",108.00,264.40,365.90,"1,802.20",#N/A,#N/A,739.40,"138,877.00",855.70,"4,477.70",#N/A,#N/A,"108,027.40",#N/A,192.20,193.00
4/1/1979,223.20,136.80,"43,674.90",110.70,264.10,366.40,"1,811.70",#N/A,#N/A,743.40,"139,616.30",860.30,"4,501.50",#N/A,#N/A,"108,602.50",#N/A,193.00,194.60
5/1/1979,225.50,138.40,"44,582.50",111.60,268.40,373.70,"1,843.60",#N/A,#N/A,756.40,"142,069.10",875.40,"4,580.60",#N/A,#N/A,"110,510.40",#N/A,196.40,197.90
8/1/1979,223.10,136.40,"44,436.20",110.20,269.50,372.60,"1,841.30",#N/A,#N/A,750.90,"141,870.90",869.70,"4,574.20",#N/A,#N/A,"110,356.30",#N/A,197.20,197.90
9/1/1979,224.00,137.30,"44,045.60",111.00,266.30,372.80,"1,822.50",#N/A,#N/A,743.30,"140,446.70",860.90,"4,528.30",#N/A,#N/A,"109,248.40",#N/A,195.00,195.90
10/1/1979,220.70,135.50,"43,366.40",109.90,261.80,365.90,"1,803.50",#N/A,#N/A,735.60,"138,981.00",852.00,"4,481.00",#N/A,#N/A,"108,108.30",#N/A,192.00,192.70
11/1/1979,220.70,135.90,"43,770.60",110.20,262.50,370.90,"1,814.60",#N/A,#N/A,740.10,"139,833.80",857.20,"4,508.50",#N/A,#N/A,"108,771.70",#N/A,192.40,193.80
12/1/1979,217.60,134.10,"42,837.10",109.00,257.20,364.60,"1,782.60",#N/A,#N/A,727.10,"137,371.80",842.10,"4,429.10",#N/A,#N/A,"106,856.60",#N/A,187.10,189.80
1/15/1979,216.90,133.80,"42,795.30",108.80,256.80,367.80,"1,782.00",#N/A,#N/A,718.10,"135,122.40",825.50,"4,374.70",#N/A,#N/A,"106,819.80",#N/A,187.30,189.80
1/16/1979,220.70,135.60,"43,225.90",110.20,260.90,367.70,"1,796.50",#N/A,#N/A,724.00,"136,222.90",832.30,"4,410.40",#N/A,#N/A,"107,689.80",#N/A,189.30,191.90
1/17/1979,227.30,139.20,"44,349.70",113.30,267.60,376.20,"1,842.10",#N/A,#N/A,742.30,"139,676.20",853.40,"4,522.20",#N/A,#N/A,"110,419.80",#N/A,196.00,197.10
1/18/1979,231.80,141.70,"44,823.40",115.30,270.80,379.10,"1,861.70",#N/A,#N/A,750.30,"141,168.10",862.50,"4,570.50",#N/A,#N/A,"111,599.20",#N/A,197.10,199.00
1/19/1979,230.60,141.10,"46,908.80",115.10,280.90,396.10,"1,940.80",#N/A,#N/A,782.10,"147,159.40",899.10,"4,764.40",#N/A,#N/A,"116,335.50",#N/A,206.50,207.60
1/22/1979,235.00,144.00,"46,387.40",117.60,278.30,393.50,"1,886.90",#N/A,#N/A,781.10,"146,492.80",898.40,"4,746.60",#N/A,#N/A,"115,493.30",#N/A,203.50,205.70
1/23/1979,230.00,141.10,"45,633.10",115.20,273.30,386.80,"1,895.40",#N/A,#N/A,768.40,"144,110.70",883.80,"4,669.50",#N/A,#N/A,"113,615.30",#N/A,200.70,202.00
1/24/1979,236.10,144.70,"46,372.40",118.10,278.90,392.80,"1,926.10",#N/A,#N/A,780.90,"146,445.40",898.10,"4,745.10",#N/A,#N/A,"115,456.00",#N/A,203.90,205.60
1/25/1979,233.90,144.00,"46,890.30",117.30,280.10,397.20,"1,937.80",#N/A,#N/A,785.60,"147,335.80",903.60,"4,774.00",#N/A,#N/A,"116,157.90",#N/A,205.20,206.50
1/26/1979,235.50,144.60,"46,801.30",118.00,279.60,394.60,"1,929.30",#N/A,#N/A,782.20,"146,687.10",899.60,"4,752.90",#N/A,#N/A,"115,646.50",#N/A,204.30,206.00
1/29/1979,235.20,145.30,"46,917.30",117.90,279.30,395.30,"1,887.00",#N/A,#N/A,780.00,"146,264.70",896.10,"4,721.90",#N/A,#N/A,"115,498.50",#N/A,203.10,206.00
1/30/1979,233.50,144.10,"46,907.20",116.90,278.50,394.20,"1,921.60",#N/A,#N/A,777.90,"145,868.40",893.70,"4,709.10",#N/A,#N/A,"115,185.50",#N/A,203.10,205.60
1/31/1979,233.70,144.80,"45,160.30",117.40,267.10,379.30,"1,840.80",#N/A,#N/A,745.20,"139,739.30",856.10,"4,511.30",#N/A,#N/A,"108,235.80",#N/A,194.50,197.20
1/2/1979,229.40,142.90,"47,160.50",115.80,279.20,397.10,"1,927.10",#N/A,#N/A,780.10,"146,291.20",896.30,"4,722.80",#N/A,#N/A,"113,310.70",#N/A,202.30,205.80
2/2/1979,230.30,143.50,"46,328.30",116.30,275.50,393.00,"1,907.40",#N/A,#N/A,772.10,"144,790.60",887.10,"4,674.30",#N/A,#N/A,"112,148.30",#N/A,199.40,203.50
5/2/1979,243.10,150.30,"47,766.00",122.20,285.80,403.90,"1,971.90",#N/A,#N/A,800.50,"149,178.80",909.70,"4,797.30",#N/A,#N/A,"115,919.10",#N/A,207.00,210.90
6/2/1979,244.50,150.80,"48,317.70",122.60,289.70,408.70,"1,996.80",#N/A,#N/A,810.80,"151,091.60",921.40,"4,858.80",#N/A,#N/A,"117,405.40",#N/A,211.00,214.00
7/2/1979,251.60,153.70,"48,835.70",124.90,296.90,412.30,"2,031.00",#N/A,#N/A,824.60,"153,677.80",937.20,"4,942.00",#N/A,#N/A,"119,415.10",#N/A,215.60,218.40
8/2/1979,250.50,153.50,"50,293.30",124.90,303.30,420.60,"2,081.00",#N/A,#N/A,845.00,"157,467.50",960.30,"5,063.90",#N/A,#N/A,"122,359.80",#N/A,217.60,223.10
9/2/1979,246.80,151.30,"48,548.60",123.30,291.40,405.70,"2,000.90",#N/A,#N/A,812.60,"151,432.50",923.50,"4,869.80",#N/A,#N/A,"117,670.30",#N/A,208.80,214.70
12/2/1979,244.30,150.00,"49,820.40",121.90,298.00,415.40,"2,046.40",#N/A,#N/A,840.70,"156,000.00",961.50,"5,036.80",#N/A,#N/A,"120,300.10",#N/A,214.30,220.00
2/13/1979,240.60,148.10,"48,714.80",120.10,291.00,406.50,"2,000.60",#N/A,#N/A,822.10,"152,538.20",940.20,"4,925.10",#N/A,#N/A,"117,630.50",#N/A,208.70,214.40
2/14/1979,240.70,148.30,"47,638.50",120.00,283.20,397.90,"1,946.70",#N/A,#N/A,799.90,"148,426.10",914.90,"4,792.30",#N/A,#N/A,"114,459.40",#N/A,202.60,209.90
2/15/1979,247.80,152.40,"49,146.70",123.60,292.60,408.00,"2,008.30",#N/A,#N/A,825.20,"153,125.00",943.80,"4,944.00",#N/A,#N/A,"118,083.00",#N/A,209.80,216.40
2/16/1979,247.10,152.20,"49,351.90",123.30,293.50,411.90,"2,016.70",#N/A,#N/A,828.70,"153,764.40",947.80,"4,964.70",#N/A,#N/A,"118,576.00",#N/A,210.00,217.20
2/19/1979,248.10,152.80,"50,094.50",123.90,298.30,417.50,"2,047.40",#N/A,#N/A,839.90,"156,000.10",959.50,"5,087.30",#N/A,#N/A,"120,360.20",#N/A,213.60,220.50
2/20/1979,247.00,152.20,"49,921.70",123.20,296.40,414.50,"2,032.40",#N/A,#N/A,833.90,"154,884.10",952.70,"5,050.90",#N/A,#N/A,"119,499.20",#N/A,210.00,219.30
2/21/1979,250.80,154.60,"50,398.60",124.90,297.80,417.10,"2,039.20",#N/A,#N/A,836.70,"155,400.90",955.80,"5,067.80",#N/A,#N/A,"119,897.90",#N/A,211.00,220.50
2/22/1979,252.40,155.40,"50,607.40",125.60,300.20,420.50,"2,052.70",#N/A,#N/A,842.20,"156,429.90",962.20,"5,101.40",#N/A,#N/A,"120,691.80",#N/A,212.60,222.30
2/23/1979,251.00,154.40,"50,405.40",124.80,299.40,418.00,"2,042.00",#N/A,#N/A,837.80,"155,613.40",957.10,"5,074.70",#N/A,#N/A,"120,061.90",#N/A,211.70,221.30
2/26/1979,248.60,152.70,"50,592.60",123.00,299.70,416.80,"2,034.50",#N/A,#N/A,837.20,"156,436.90",957.40,"5,042.20",#N/A,#N/A,"119,622.70",#N/A,211.50,221.70
2/27/1979,247.90,152.50,"50,111.40",122.60,296.30,412.90,"2,012.70",#N/A,#N/A,828.30,"154,759.60",947.10,"4,988.20",#N/A,#N/A,"118,340.20",#N/A,210.30,219.50
2/28/1979,251.30,154.60,"50,209.10",124.20,295.50,413.60,"2,011.70",#N/A,#N/A,827.80,"154,683.10",946.60,"4,985.70",#N/A,#N/A,"119,929.30",#N/A,209.40,219.60
1/3/1979,248.80,153.30,"50,821.00",123.00,295.70,417.70,"2,023.90",#N/A,#N/A,832.90,"155,619.50",952.40,"5,015.90",#N/A,#N/A,"120,655.20",#N/A,210.20,221.20
2/3/1979,248.00,152.80,"50,920.80",122.70,295.00,417.30,"2,020.50",#N/A,#N/A,831.50,"155,360.10",950.80,"5,007.50",#N/A,#N/A,"120,454.20",#N/A,210.00,221.30
5/3/1979,238.20,147.00,"49,760.50",117.80,287.50,407.90,"1,972.10",#N/A,#N/A,813.90,"151,749.80",929.20,"4,898.60",#N/A,#N/A,"117,567.50",#N/A,204.80,216.00
6/3/1979,239.80,147.90,"48,982.70",118.40,283.90,401.20,"1,941.20",#N/A,#N/A,801.20,"149,377.60",914.70,"4,822.00",#N/A,#N/A,"115,729.60",#N/A,202.00,212.90
7/3/1979,242.30,149.10,"49,423.00",119.10,286.70,403.80,"1,954.00",#N/A,#N/A,806.50,"150,357.70",920.70,"4,853.70",#N/A,#N/A,"116,489.00",#N/A,204.00,214.90
8/3/1979,239.20,147.10,"48,791.80",117.10,281.90,397.90,"1,919.80",#N/A,#N/A,792.40,"147,726.40",904.60,"4,768.70",#N/A,#N/A,"114,450.40",#N/A,201.00,212.20
9/3/1979,241.00,148.40,"49,315.20",118.20,284.10,401.70,"1,938.10",#N/A,#N/A,799.90,"149,132.50",913.20,"4,814.10",#N/A,#N/A,"115,539.80",#N/A,202.70,213.80
12/3/1979,240.00,148.00,"49,652.40",117.60,283.90,403.50,"1,939.70",#N/A,#N/A,806.50,"150,625.10",924.60,"4,867.20",#N/A,#N/A,"115,638.20",#N/A,203.00,214.50
3/13/1979,239.10,147.80,"50,063.30",117.20,280.60,403.20,"1,963.40",#N/A,#N/A,801.70,"149,735.20",919.10,"4,838.50",#N/A,#N/A,"114,954.90",#N/A,202.20,214.20
3/14/1979,239.50,147.80,"49,758.40",117.60,281.10,402.80,"1,969.90",#N/A,#N/A,804.40,"150,232.00",922.20,"4,854.50",#N/A,#N/A,"115,336.30",#N/A,202.30,214.30
3/15/1979,240.10,148.20,"49,673.70",117.90,281.40,403.40,"1,970.10",#N/A,#N/A,804.40,"150,243.20",922.20,"4,854.90",#N/A,#N/A,"115,344.90",#N/A,202.10,214.10
3/16/1979,244.00,150.80,"49,687.00",120.20,280.80,403.10,"1,972.90",#N/A,#N/A,805.60,"150,461.70",923.60,"4,862.00",#N/A,#N/A,"115,512.70",#N/A,202.30,214.00
3/19/1979,242.30,149.70,"50,584.70",119.70,284.60,410.90,"2,016.90",#N/A,#N/A,821.20,"152,500.40",938.10,"4,947.80",#N/A,#N/A,"118,090.20",#N/A,206.30,217.80
3/20/1979,242.10,149.40,"50,126.50",119.10,283.00,407.50,"1,991.60",#N/A,#N/A,810.80,"150,580.70",926.30,"4,885.50",#N/A,#N/A,"116,603.60",#N/A,204.10,216.00
3/21/1979,239.90,148.30,"49,778.10",118.10,280.20,407.00,"1,977.70",#N/A,#N/A,805.20,"149,534.20",919.90,"4,851.60",#N/A,#N/A,"115,793.20",#N/A,203.40,215.00
3/22/1979,242.90,149.90,"49,959.60",119.40,283.70,410.30,"1,998.00",#N/A,#N/A,813.50,"151,066.30",929.30,"4,901.30",#N/A,#N/A,"116,979.60",#N/A,205.00,216.90
3/23/1979,242.50,149.70,"49,816.20",119.00,282.70,409.10,"1,987.50",#N/A,#N/A,809.20,"150,273.20",924.40,"4,875.60",#N/A,#N/A,"116,365.50",#N/A,204.00,215.80
3/26/1979,245.30,151.00,"50,353.10",119.40,285.20,411.00,"1,989.90",#N/A,#N/A,817.30,"152,687.70",933.90,"4,937.20",#N/A,#N/A,"116,508.10",#N/A,205.50,217.50
3/27/1979,244.40,150.70,"51,005.20",119.00,287.90,415.30,"2,006.20",#N/A,#N/A,824.00,"153,937.70",941.50,"4,977.60",#N/A,#N/A,"117,461.90",#N/A,208.40,219.90
3/28/1979,244.40,150.70,"50,684.10",119.30,283.70,410.50,"1,988.90",#N/A,#N/A,816.90,"152,609.90",933.40,"4,934.60",#N/A,#N/A,"116,448.70",#N/A,206.30,218.10
3/29/1979,241.50,149.10,"50,335.80",117.50,281.10,408.50,"1,966.00",#N/A,#N/A,807.50,"150,853.30",922.70,"4,877.80",#N/A,#N/A,"115,108.30",#N/A,203.90,215.80
3/30/1979,240.10,148.00,"50,274.30",116.20,278.20,406.20,"1,940.20",#N/A,#N/A,796.70,"148,844.20",910.40,"4,812.90",#N/A,#N/A,"116,123.60",#N/A,202.40,214.60
2/4/1979,239.70,148.50,"50,844.10",115.90,277.60,409.20,"1,948.10",#N/A,#N/A,807.90,"150,001.60",922.90,"4,849.60",#N/A,#N/A,"116,233.10",#N/A,203.10,215.20
3/4/1979,240.00,148.80,"51,208.10",116.20,278.10,409.00,"1,942.60",#N/A,#N/A,808.20,"150,047.90",923.10,"4,851.10",#N/A,#N/A,"116,269.00",#N/A,202.90,215.60
4/4/1979,239.80,148.50,"51,481.10",116.00,277.00,409.20,"1,940.80",#N/A,#N/A,807.50,"149,912.80",922.30,"4,846.80",#N/A,#N/A,"116,164.30",#N/A,202.70,215.70
5/4/1979,240.70,149.10,"51,850.40",116.00,277.00,411.90,"1,939.50",#N/A,#N/A,806.90,"149,806.90",921.70,"4,843.30",#N/A,#N/A,"116,082.20",#N/A,202.90,216.30
6/4/1979,239.80,148.50,"51,488.40",114.90,275.80,410.00,"1,922.70",#N/A,#N/A,799.90,"148,511.80",913.70,"4,801.50",#N/A,#N/A,"115,078.70",#N/A,203.40,216.10
9/4/1979,240.20,149.90,"51,461.30",114.70,276.30,414.60,"1,957.60",#N/A,#N/A,808.00,"150,000.10",919.20,"4,835.30",#N/A,#N/A,"114,762.10",#N/A,203.10,215.60
10/4/1979,239.80,149.30,"50,895.10",114.10,274.80,411.80,"1,946.30",#N/A,#N/A,803.60,"149,180.20",914.20,"4,808.80",#N/A,#N/A,"114,134.80",#N/A,202.60,215.60
11/4/1979,238.40,148.30,"50,867.50",114.20,274.30,410.20,"1,956.20",#N/A,#N/A,807.70,"149,938.70",918.80,"4,833.30",#N/A,#N/A,"114,715.20",#N/A,203.40,216.00
12/4/1979,234.00,145.90,"50,311.20",112.40,267.70,403.40,"1,917.60",#N/A,#N/A,824.30,"146,059.80",900.70,"4,740.50",#N/A,#N/A,"112,447.70",#N/A,198.50,211.20
4/13/1979,234.00,145.90,"50,311.20",112.40,267.70,403.40,"1,917.60",#N/A,#N/A,824.30,"146,059.80",900.70,"4,740.50",#N/A,#N/A,"112,447.70",#N/A,198.50,211.20
4/16/1979,234.00,145.90,"50,311.20",112.40,267.70,403.40,"1,917.60",#N/A,#N/A,824.30,"146,059.80",898.40,"4,740.50",#N/A,#N/A,"112,447.70",#N/A,198.50,211.20
4/17/1979,231.90,144.80,"50,326.70",111.20,264.90,399.20,"1,897.50",#N/A,#N/A,815.70,"144,532.00",889.00,"4,691.00",#N/A,#N/A,"111,271.50",#N/A,196.40,209.30
4/18/1979,233.20,145.40,"50,551.00",112.50,267.40,402.70,"1,931.50",#N/A,#N/A,830.30,"147,125.40",905.00,"4,775.10",#N/A,#N/A,"113,268.10",#N/A,199.30,211.90
4/19/1979,240.90,149.90,"52,131.70",115.90,275.60,413.50,"1,980.30",#N/A,#N/A,851.30,"150,839.70",927.80,"4,895.70",#N/A,#N/A,"116,127.60",#N/A,204.70,217.50
4/20/1979,236.40,147.70,"51,974.40",114.30,271.20,410.40,"1,965.60",#N/A,#N/A,844.90,"149,718.50",920.90,"4,859.30",#N/A,#N/A,"115,264.50",#N/A,201.70,215.30
4/23/1979,236.90,147.80,"51,665.50",114.50,270.30,407.10,"1,953.90",#N/A,#N/A,799.90,"147,936.10",908.60,"4,785.20",#N/A,#N/A,"114,579.40",#N/A,200.80,213.80
4/24/1979,239.70,149.30,"52,353.10",115.90,273.70,412.10,"1,982.10",#N/A,#N/A,811.40,"150,071.20",921.70,"4,854.30",#N/A,#N/A,"116,233.10",#N/A,203.10,217.00
4/25/1979,241.80,150.40,"52,722.50",118.40,275.50,414.50,"2,020.70",#N/A,#N/A,827.20,"152,995.70",939.70,"4,948.90",#N/A,#N/A,"118,498.20",#N/A,205.90,219.10
4/26/1979,242.20,150.70,"52,836.40",118.60,277.50,414.50,"2,025.10",#N/A,#N/A,829.00,"153,326.30",941.70,"4,959.60",#N/A,#N/A,"118,754.20",#N/A,205.70,219.10
4/27/1979,243.70,151.20,"53,323.20",118.60,277.20,416.30,"2,016.60",#N/A,#N/A,825.50,"152,682.60",937.70,"4,938.70",#N/A,#N/A,"118,255.70",#N/A,205.20,219.90
4/30/1979,245.30,152.80,"54,144.60",118.80,278.50,420.00,"2,013.10",#N/A,#N/A,819.40,"152,453.60",930.20,"4,891.00",#N/A,#N/A,"117,423.30",#N/A,206.90,221.10
1/5/1979,247.30,152.80,"54,994.60",119.60,281.60,423.90,"2,044.70",#N/A,#N/A,832.30,"154,846.90",944.80,"4,967.80",#N/A,#N/A,"119,266.60",#N/A,209.00,223.90
2/5/1979,246.30,153.20,"55,508.90",119.10,281.50,425.10,"2,036.10",#N/A,#N/A,828.80,"154,196.50",940.90,"4,946.90",#N/A,#N/A,"118,765.70",#N/A,209.30,224.30
3/5/1979,246.50,153.30,"55,244.10",118.70,281.30,423.50,"2,019.60",#N/A,#N/A,822.20,"152,968.10",933.40,"4,907.50",#N/A,#N/A,"117,819.50",#N/A,208.50,223.30
4/5/1979,248.50,154.50,"54,691.30",119.60,284.40,426.30,"2,034.50",#N/A,#N/A,838.80,"154,750.10",940.10,"5,002.40",#N/A,#N/A,"118,673.50",#N/A,209.10,224.30
7/5/1979,248.50,154.50,"54,691.30",119.60,284.40,426.30,"2,034.50",#N/A,#N/A,838.80,"154,750.10",940.10,"5,002.40",#N/A,#N/A,"118,673.50",#N/A,209.10,224.30
8/5/1979,249.00,154.80,"56,574.90",120.40,289.40,429.00,"2,066.00",#N/A,#N/A,852.00,"157,169.30",954.80,"5,080.60",#N/A,#N/A,"120,528.70",#N/A,211.20,225.50
9/5/1979,248.00,154.10,"52,685.40",119.90,286.50,423.50,"2,039.60",#N/A,#N/A,841.10,"155,159.10",942.60,"5,015.60",#N/A,#N/A,"118,987.20",#N/A,208.50,221.90
10/5/1979,252.30,157.10,"53,975.20",123.10,291.70,432.30,"2,096.60",#N/A,#N/A,864.60,"159,500.10",969.00,"5,155.90",#N/A,#N/A,"122,316.10",#N/A,214.30,227.20
11/5/1979,251.50,156.70,"54,147.00",123.10,291.70,433.40,"2,103.30",#N/A,#N/A,867.30,"160,007.70",972.10,"5,172.30",#N/A,#N/A,"122,705.40",#N/A,213.80,227.90
5/14/1979,251.00,156.40,"53,537.50",122.80,291.40,431.10,"2,090.00",#N/A,#N/A,843.20,"156,687.50",961.60,"5,089.40",#N/A,#N/A,"122,158.00",#N/A,212.80,225.80
5/15/1979,255.50,159.60,"54,229.80",123.90,294.10,437.90,"2,066.60",#N/A,#N/A,844.50,"156,916.40",963.00,"5,096.90",#N/A,#N/A,"122,336.40",#N/A,213.10,227.70
5/16/1979,256.50,160.10,"54,923.00",124.50,296.10,442.70,"2,090.70",#N/A,#N/A,854.30,"158,742.20",974.20,"5,156.20",#N/A,#N/A,"123,759.90",#N/A,216.20,230.60
5/17/1979,256.80,160.70,"55,795.90",124.90,297.60,446.50,"2,107.20",#N/A,#N/A,861.10,"159,998.30",981.90,"5,197.00",#N/A,#N/A,"124,739.10",#N/A,217.50,232.70
5/18/1979,256.40,161.10,"56,328.20",125.20,297.20,448.20,"2,115.50",#N/A,#N/A,864.40,"160,623.30",985.70,"5,217.30",#N/A,#N/A,"125,226.40",#N/A,216.90,233.10
5/21/1979,262.00,164.90,"57,123.70",128.20,302.20,454.70,"2,148.90",#N/A,#N/A,885.10,"163,164.90","1,000.10","5,288.30",#N/A,#N/A,"127,208.00",#N/A,220.30,236.10
5/22/1979,265.40,166.80,"58,180.60",129.80,307.20,461.20,"2,181.40",#N/A,#N/A,898.50,"165,628.40","1,015.20","5,368.20",#N/A,#N/A,"129,128.60",#N/A,223.00,239.90
5/23/1979,264.20,165.90,"57,750.80",128.40,304.40,457.10,"2,154.50",#N/A,#N/A,887.40,"163,584.70","1,002.60","5,301.90",#N/A,#N/A,"127,535.20",#N/A,221.50,238.50
5/24/1979,263.80,165.40,"57,519.30",128.50,303.90,456.10,"2,155.40",#N/A,#N/A,887.80,"163,654.50","1,003.10","5,304.20",#N/A,#N/A,"127,589.70",#N/A,221.20,238.30
5/25/1979,270.60,170.00,"59,393.00",131.90,313.00,469.50,"2,215.70",#N/A,#N/A,917.90,"168,828.90","1,031.20","5,469.20",#N/A,#N/A,"131,161.70",#N/A,227.80,244.80
5/28/1979,270.60,170.00,"59,393.00",131.90,313.00,469.50,"2,215.70",#N/A,#N/A,917.90,"168,828.90","1,031.20","5,469.20",#N/A,#N/A,"131,161.70",#N/A,227.80,244.80
5/29/1979,273.80,172.20,"61,318.30",133.20,319.80,480.90,"2,260.00",#N/A,#N/A,936.20,"172,201.60","1,051.80","5,578.40",#N/A,#N/A,"133,781.90",#N/A,232.30,250.00
5/30/1979,270.30,169.70,"60,036.90",131.30,316.30,472.90,"2,228.60",#N/A,#N/A,923.20,"169,812.00","1,037.20","5,501.00",#N/A,#N/A,"131,925.50",#N/A,230.10,247.20
5/31/1979,274.60,172.00,"61,057.10",132.70,321.60,478.00,"2,253.40",#N/A,#N/A,933.30,"171,656.10","1,048.40","5,560.80",#N/A,#N/A,"133,889.60",#N/A,233.70,250.70
1/6/1979,275.10,172.70,"61,222.20",132.60,322.70,479.80,"2,244.70",#N/A,#N/A,929.70,"170,995.30","1,044.40","5,539.30",#N/A,#N/A,"133,374.10",#N/A,233.20,250.00
4/6/1979,272.90,171.00,"60,143.80",131.30,321.60,472.90,"2,215.50",#N/A,#N/A,929.60,"170,917.70","1,049.50","5,525.20",#N/A,#N/A,"131,670.30",#N/A,231.20,247.10
5/6/1979,274.80,172.30,"60,913.30",132.10,323.90,478.60,"2,231.00",#N/A,#N/A,935.90,"172,068.40","1,056.50","5,562.40",#N/A,#N/A,"132,556.70",#N/A,232.70,249.40
6/6/1979,280.00,175.70,"61,851.50",135.00,329.50,487.40,"2,277.70",#N/A,#N/A,955.50,"175,674.50","1,078.70","5,679.00",#N/A,#N/A,"135,334.80",#N/A,236.90,254.00
7/6/1979,276.10,173.20,"61,289.20",133.70,329.10,483.10,"2,275.70",#N/A,#N/A,954.70,"175,517.50","1,077.70","5,673.90",#N/A,#N/A,"135,213.90",#N/A,236.00,252.70
8/6/1979,280.00,175.50,"60,878.70",135.70,325.90,480.40,"2,263.00",#N/A,#N/A,949.30,"174,534.70","1,071.70","5,642.10",#N/A,#N/A,"134,456.80",#N/A,234.60,251.00
11/6/1979,282.40,177.00,"61,768.20",136.50,331.80,489.40,"2,297.90",#N/A,#N/A,956.90,"176,500.10","1,081.10","5,682.70",#N/A,#N/A,"136,496.60",#N/A,238.20,254.70
12/6/1979,277.80,174.00,"61,274.00",132.80,327.60,483.10,"2,244.20",#N/A,#N/A,934.80,"172,420.70","1,056.10","5,551.30",#N/A,#N/A,"133,341.80",#N/A,234.60,251.20
6/13/1979,276.60,173.10,"60,790.60",131.50,323.40,477.70,"2,208.50",#N/A,#N/A,919.90,"169,675.60","1,039.30","5,463.00",#N/A,#N/A,"131,218.90",#N/A,232.90,249.60
6/14/1979,279.00,174.50,"61,359.20",133.10,326.90,481.60,"2,238.80",#N/A,#N/A,932.50,"172,005.20","1,053.60","5,538.00",#N/A,#N/A,"133,020.50",#N/A,234.80,251.70
6/15/1979,280.00,174.10,"61,190.10",132.90,327.20,474.30,"2,257.80",#N/A,#N/A,929.50,"171,438.30","1,050.10","5,519.70",#N/A,#N/A,"132,582.10",#N/A,234.70,251.50
6/18/1979,278.00,172.80,"61,551.70",132.00,328.00,478.60,"2,263.10",#N/A,#N/A,950.50,"174,950.30","1,074.20","5,650.00",#N/A,#N/A,"132,933.50",#N/A,236.00,252.30
6/19/1979,280.30,173.00,"61,040.10",132.00,328.60,469.70,"2,238.90",#N/A,#N/A,940.10,"173,029.10","1,062.40","5,588.00",#N/A,#N/A,"131,473.70",#N/A,233.40,249.60
6/20/1979,281.40,173.10,"61,423.70",131.90,329.50,469.80,"2,240.90",#N/A,#N/A,940.90,"173,184.00","1,063.30","5,593.00",#N/A,#N/A,"131,591.30",#N/A,236.20,251.50
6/21/1979,282.30,173.50,"61,430.40",131.90,329.80,466.00,"2,232.80",#N/A,#N/A,937.50,"172,555.90","1,059.50","5,572.70",#N/A,#N/A,"131,114.10",#N/A,237.00,252.00
6/22/1979,283.50,173.70,"60,816.20",132.40,331.30,466.30,"2,274.30",#N/A,#N/A,941.20,"173,233.90","1,063.60","5,594.60",#N/A,#N/A,"131,629.30",#N/A,238.30,252.90
6/25/1979,283.90,172.90,"60,879.60",131.50,332.80,467.80,"2,275.70",#N/A,#N/A,959.30,"173,414.70","1,091.10","5,692.60",#N/A,#N/A,"131,766.60",#N/A,240.50,253.90
6/26/1979,281.50,172.20,"60,781.40",130.80,328.50,468.60,"2,263.20",#N/A,#N/A,953.60,"172,388.70","1,084.60","5,659.00",#N/A,#N/A,"130,987.10",#N/A,237.80,251.10
6/27/1979,281.80,172.10,"60,768.30",130.70,326.90,465.90,"2,251.80",#N/A,#N/A,948.80,"171,519.60","1,079.20","5,630.40",#N/A,#N/A,"130,326.70",#N/A,237.90,251.20
6/28/1979,275.90,168.40,"60,922.40",127.20,328.00,465.60,"2,240.70",#N/A,#N/A,944.20,"170,673.40","1,073.80","5,602.70",#N/A,#N/A,"129,683.70",#N/A,238.00,250.70
6/29/1979,277.50,169.00,"60,161.40",127.30,322.60,457.70,"2,190.60",#N/A,#N/A,923.00,"166,854.40","1,049.80","5,477.30",#N/A,#N/A,"133,065.60",#N/A,232.30,245.50
2/7/1979,282.50,172.30,"61,572.10",129.10,329.90,467.40,"2,252.70",#N/A,#N/A,943.90,"176,657.20","1,071.60","5,671.10",#N/A,#N/A,"135,330.20",#N/A,238.90,252.10
3/7/1979,281.40,171.40,"61,559.80",127.70,328.40,467.20,"2,210.00",#N/A,#N/A,936.40,"175,245.60","1,063.00","5,625.80",#N/A,#N/A,"134,248.90",#N/A,236.70,251.00
4/7/1979,283.50,172.10,"61,420.90",127.40,329.20,467.80,"2,199.30",#N/A,#N/A,931.80,"174,397.20","1,057.80","5,598.50",#N/A,#N/A,"133,599.00",#N/A,240.00,252.20
